#id,username,repository,committers,authors,age_days,commits,files,main_lang,number_langs,bytes_main_lang,bytes_total,major_contrib,number_contribs,commits_major_contrib,commits_total,main_uml_author,number_uml_authors,changes_by_main_uml_author,total_uml_changes
533,vicentebolea,P2Psimring,5,5,1198,59,451,None,None,None,None,4966,5,33,59,4966,1,2,2
534,windley,CS462-Event-Edition,10,10,1606,213,527,None,None,None,None,4970,10,80,213,4970,1,1,1
535,vipuldivyanshu92,Projects,1,1,1746,11,13720,None,None,None,None,4980,1,11,11,4980,1,1,1
536,vnc-biz,openerp-extra-bundle,249,285,3301,10428,15609,None,None,None,None,2680,285,838,10428,2841,3,2,4
537,www2012,W4H,2,2,1524,188,408,None,None,None,None,2977,2,133,188,2977,1,5,5
538,wyuka,calligra,516,519,6561,87460,50374,None,None,None,None,1647,519,8007,87460,5092,2,1,2
539,x03570227,zzads,3,3,1520,23,1625,None,None,None,None,5203,3,20,23,5203,1,1,1
540,xzero,x0,7,7,2516,4440,2635,None,None,None,None,5206,7,2405,4440,5206,1,3,3
541,yodergj,AppRover,1,1,1545,5,268,None,None,None,None,5213,1,5,5,5213,1,1,1
542,zerkalica,phpuml,1,1,1252,2,402,None,None,None,None,5214,1,2,2,5214,1,3,3
