#id,username,repository,committers,authors,age_days,commits,files,main_lang,number_langs,bytes_main_lang,bytes_total,major_contrib,number_contribs,commits_major_contrib,commits_total,main_uml_author,number_uml_authors,changes_by_main_uml_author,total_uml_changes
521,IkarosKappler,ikrs.http,3,3,1352,81,3492,None,None,None,None,6152,3,78,81,6152,1,1,1
522,xq2537,platform_frameworks_base,680,1056,2723,93003,45572,None,None,None,None,260,1056,4521,93003,147,1,5,5
523,csiki,Eselykiegy,3,3,1187,52,1064,None,None,None,None,6155,3,46,52,6155,1,3,3
524,Torboto,cmput301W13T07,17,17,1165,487,397,None,None,None,None,6162,17,187,487,6162,1,4,4
525,dwicke,ycp-robot,15,15,1658,172,14545,None,None,None,None,6175,15,92,172,6175,1,1,1
526,jrguenther,MultimediaProgramming,3,3,1224,12,482,None,None,None,None,6191,3,8,12,6191,1,3,3
527,possum-software,possum,16,16,1756,1150,715,None,None,None,None,6193,16,875,1150,6193,1,2,2
528,resiprocate,resiprocate,93,94,4945,58748,834311,None,None,None,None,6210,94,11965,58748,,0,,0
531,PT4,ProjetS4,28,28,1162,152,427,None,None,None,None,6306,28,43,152,6304,3,1,3
532,dsheiko,design-patterns-for-web-developer,3,3,1175,54,1269,None,None,None,None,6332,3,44,54,6332,1,29,29
533,hellrider42,MyAnt,2,2,1163,6,2277,None,None,None,None,6335,2,5,6,6335,1,2,2
534,sarahjcotton,SSDProject,1,1,1161,6,51,None,None,None,None,6336,1,6,6,6336,1,4,4
535,yang3wei,andyque.github.com,67,80,2360,741,1148,None,None,None,None,3166,80,323,741,6343,1,2,2
536,CMPUT301W13T11,classproject,5,5,1161,62,502,None,None,None,None,6350,5,25,62,6350,1,11,11
537,apache,tomee-site,12,12,1762,962,54671,None,None,None,None,6356,12,356,962,6358,2,1,2
538,Bwata,Tweet9001,4,4,1171,43,197,None,None,None,None,6364,4,31,43,6364,1,3,3
539,shunenchen,CSE218-2013-WINTER,7,7,1166,187,76,None,None,None,None,6370,7,55,187,6369,1,1,1
540,lostechies,wordpress,6,6,1461,38,10601,None,None,None,None,6378,6,18,38,6375,1,3,3
541,pukkaone,tcom,1,1,1974,10,146,None,None,None,None,6381,1,10,10,6381,1,1,1
542,jkuryla,checklist,6,6,1160,56,538,None,None,None,None,6386,6,27,56,6386,1,1,1
543,leninmhs,komunal,3,3,1441,7,88,None,None,None,None,6389,3,3,7,6389,1,4,4
544,oazabir,StudentDataBank,1,1,1166,17,546,None,None,None,None,6391,1,17,17,6391,1,3,3
545,mason-bially,openid-cas-bridge,2,2,1166,13,4,None,None,None,None,6392,2,12,13,6392,1,1,1
546,team2roundrock,dev,7,7,1159,177,504,None,None,None,None,6397,7,59,177,6395,1,1,1
547,Marvin182,TaylorPLib,2,2,1268,299,32530,None,None,None,None,6402,2,171,299,6402,1,4,4
548,s9755,mprProject,2,2,1235,11,82,None,None,None,None,6403,2,8,11,6403,1,1,1
549,cazares,cazares.github.com,5,5,1161,22,65,None,None,None,None,6406,5,8,22,6406,1,3,3
550,joanSolCom,My-projects,4,4,1259,29,927,None,None,None,None,6411,4,13,29,6411,1,2,2
551,anitshrestha,practise,3,3,1412,45,1581,None,None,None,None,6414,3,23,45,6414,1,1,1
552,bubata85,problem_solver,3,3,1163,67,125,None,None,None,None,6418,3,63,67,6418,1,4,4
553,liuzhengbaihe,GlobalSignalHandler,2,2,1163,15,46,None,None,None,None,6420,2,14,15,6420,1,1,1
554,bcfurtado,educabrasil,3,3,1190,32,170,None,None,None,None,6421,3,25,32,6421,1,1,1
555,umutgultepe,MsThesisLatex,4,4,1268,63,182,None,None,None,None,6424,4,31,63,6424,1,2,2
556,Gallard88,PWM_Controller,3,3,1171,131,135,None,None,None,None,6429,3,120,131,6429,1,1,1
557,shadow-robot,sr-ronex,28,28,1161,1029,732,None,None,None,None,6432,28,357,1029,6432,2,3,4
558,likeleon,RocketCommanderOgre,3,3,1162,3,9334,None,None,None,None,6459,3,1,3,6460,1,2,2
559,polspeek,SETeam5,7,7,1157,30,81,None,None,None,None,6462,7,13,30,6467,1,2,2
560,itodorov,wwwtech,3,3,1194,38,193,None,None,None,None,6470,3,22,38,6470,1,5,5
561,Artiavis,sereporttemplates,12,12,1178,185,340,None,None,None,None,6473,12,51,185,6473,3,1,3
562,heroandtn3,faceme,2,2,1206,80,243,None,None,None,None,3804,2,75,80,3804,1,4,4
563,pghilardi,inf.ufsc.br.dissertacao,1,1,1204,14,159,None,None,None,None,6485,1,14,14,6485,1,4,4
564,mhawes,wstealmandel,1,1,1160,76,201,None,None,None,None,6486,1,76,76,6486,1,2,2
565,jbrtdfj,unwdp.jvm.ui,2,2,1164,6,1945,None,None,None,None,6488,2,5,6,6488,1,2,2
566,GsxrDon,frameworks_base,1,1,1166,28,21894,None,None,None,None,6489,1,28,28,6489,1,2,2
567,pmoore,dcphotobooth-old,8,8,1542,263,2011,None,None,None,None,6492,8,101,263,6490,1,1,1
568,yspark,piwik,2,2,1184,7,2513,None,None,None,None,6498,2,6,7,6498,1,1,1
569,MakSim345,MS-VC08,2,2,1160,186,1791,None,None,None,None,6500,2,185,186,6500,1,2,2
570,jsrawan-mobo,samples,9,10,1616,55,401,None,None,None,None,6502,10,17,55,6504,2,2,4
571,yongbingchen,yongbingchen.github.com,79,93,2360,764,977,None,None,None,None,3166,93,323,764,6525,1,1,1
572,chango1611,JGAL,1,1,1162,12,1408,None,None,None,None,6526,1,12,12,6526,1,8,8
573,rabsouza,sigeco,3,3,1178,16,389,None,None,None,None,6529,3,11,16,6528,1,1,1
574,mkolisnyk,Sirius,2,2,1214,335,5554,None,None,None,None,6530,2,289,335,6530,1,2,2
575,juzu,juzu.github.com,6,6,1469,111,2421,None,None,None,None,6532,6,59,111,6536,1,2,2
576,kuuyee,kuuyee.org,2,2,737,3,1706,None,None,None,None,6538,2,2,3,6539,1,2,2
577,saurid,UpMvc2,2,2,1162,63,151,None,None,None,None,6540,2,62,63,6540,1,3,3
578,lpradel,Go,2,2,1164,3,399,None,None,None,None,6543,2,2,3,6543,1,1,1
579,WiReSEP,Rollercoaster2011,15,15,1824,565,1267,None,None,None,None,6546,15,124,565,6552,2,6,10
580,apache,karaf-site,13,13,2111,442,458,None,None,None,None,6563,13,193,442,6563,1,1,1
581,Polycademy,devhub_wiki,1,1,1162,57,3762,None,None,None,None,6572,1,57,57,6572,1,1,1
582,JaXt0r,EewAzVvE,3,3,1678,70,3618,None,None,None,None,6574,3,49,70,6574,1,3,3
583,andremaha,wiley_professional_php5,1,1,1277,16,31,None,None,None,None,6576,1,16,16,6576,1,1,1
584,hgrimberg01,448-semester-project,1,1,1187,4,631,None,None,None,None,6577,1,4,4,6577,1,1,1
585,zlphoenix,LearnCSharp,4,4,1160,60,7017,None,None,None,None,6578,4,36,60,6579,1,1,1
586,cassc,javaNotes,5,5,1196,16,525,None,None,None,None,6586,5,5,16,6586,1,2,2
587,CMPUT301W13T03,classproject,8,8,1127,161,476,None,None,None,None,6587,8,75,161,6593,3,5,9
588,gitsjogren,TareaWebShop,9,9,1274,36,829,None,None,None,None,6601,9,11,36,6597,1,2,2
589,hfeeki,djiaoshoujia-lib,24,24,1937,132,15778,None,None,None,None,6605,24,39,132,6605,1,346,346
590,pmarq003,avengers,9,9,1159,332,1108,None,None,None,None,6632,9,124,332,6630,1,2,2
591,caromill,articles,2,2,1157,18,25,None,None,None,None,6638,2,17,18,6638,1,1,1
592,lamson,canefaitrien,7,7,1311,281,689,None,None,None,None,6639,7,115,281,6640,1,1,1
593,wesleyalcoforado,Mono-Manager,4,4,1967,155,8368,None,None,None,None,6646,4,120,155,6646,1,6,6
594,Keraunos,TPLoft,2,2,1276,40,27,None,None,None,None,6650,2,35,40,6651,1,2,2
595,matthieu637,smile,4,4,1156,154,397,None,None,None,None,6654,4,133,154,6654,1,1,1
596,fharenheit,template-mapreduce,3,3,1157,74,779,None,None,None,None,6656,3,54,74,6656,1,1,1
597,wjaniec,IO,2,2,1259,11,13,None,None,None,None,6660,2,6,11,6660,1,1,1
598,ttata,fuzzy-octo-archer,2,2,1176,4,1472,None,None,None,None,6662,2,3,4,6662,1,5,5
599,Journeyer,hfdpcpp,2,2,1158,9,33,None,None,None,None,6664,2,8,9,6664,1,1,1
600,project-cs-2012,reports,20,20,1247,562,399,None,None,None,None,6665,20,113,562,6668,3,8,11
601,daisukewi,DamnedSunset,8,8,1574,600,50010,None,None,None,None,6687,8,165,600,6686,2,2,4
602,ZuluagaSD,ULunch,5,5,1300,85,402,None,None,None,None,6696,5,62,85,6696,1,2,2
603,TheFuzzball,VibeServer,2,2,1565,121,60,None,None,None,None,6698,2,120,121,6698,1,2,2
604,CMPUT301W13T05,ClassProject,14,14,1156,321,442,None,None,None,None,6702,14,131,321,6713,2,2,3
605,Ichthyostega,Lumiera,21,31,3214,4281,2451,None,None,None,None,6715,31,2705,4281,6715,1,1,1
606,maorun,oauth2server,2,2,1159,16,37,None,None,None,None,6746,2,12,16,6746,1,1,1
607,ricardoandrade,Monografia,1,1,1273,4,148,None,None,None,None,6747,1,4,4,6747,1,1,1
608,stefanmuenchow,Smart-Collections,4,4,1978,59,275,None,None,None,None,6748,4,55,59,6748,1,1,1
609,Raytray,Archit-Enterprises,5,5,1156,100,139,None,None,None,None,6752,5,31,100,6754,1,2,2
610,Playware,Pins,1,1,1274,4,108,None,None,None,None,6757,1,4,4,6757,1,1,1
611,lvshiling,niubibi,2,2,1175,4,5009,None,None,None,None,6759,2,3,4,6759,1,1,1
612,aparent,qacg,2,2,1274,58,87,None,None,None,None,6760,2,37,58,,0,,0
613,remco138,racegame,5,5,1273,89,439,None,None,None,None,6763,5,33,89,6764,1,1,1
614,MarkZ3,Eclipse-CDT-WIP,79,203,5031,24606,34556,None,None,None,None,6797,203,2782,24606,6786,1,2,2
615,johnsonz,android_WaterWave,2,2,1271,2,67,None,None,None,None,6973,2,1,2,6973,1,1,1
616,BDSAMacGyvers,AS40,3,3,1278,31,159,None,None,None,None,2302,3,17,31,2301,1,2,2
617,ngiordano,cc_frameworks_base,2,2,1270,5,22038,None,None,None,None,6976,2,4,5,6975,1,2,2
618,raimohanska,bacon-devday-slides,2,2,1280,9,21,None,None,None,None,6977,2,7,9,6977,1,1,1
619,benv8nam,Echec-XNA--xbox-360-,2,2,1272,2,69,None,None,None,None,6979,2,1,2,6980,1,1,1
620,werdan,sensu-graphite-alerts,1,1,1158,4,9,None,None,None,None,6981,1,4,4,6981,1,1,1
621,dialex,JCDP,1,1,1273,21,246,None,None,None,None,6982,1,21,21,6982,1,2,2
622,stormcool,pathfinder,1,1,1268,20,7883,None,None,None,None,6983,1,20,20,6983,1,1,1
623,russjohnson09,Tweet,11,11,1178,177,1812,None,None,None,None,6990,11,43,177,6986,1,4,4
624,Jim-Holmstroem,SimpleGraphPlotter,1,1,1542,98,143,None,None,None,None,1636,1,98,98,1636,1,5,5
625,lhpaul,iBuilding,4,4,1275,17,7,None,None,None,None,6996,4,8,17,6996,2,2,3
626,dwicke,MALSIM,2,2,1552,79,687,None,None,None,None,6998,2,78,79,6998,1,2,2
627,rdutra,Chatforce,6,6,1567,176,374,None,None,None,None,7003,6,52,176,6999,1,1,1
628,shexbeer,UniManager,11,11,1764,231,936,None,None,None,None,7005,11,109,231,7006,1,2,2
629,lackern,ProjectKimServer,1,1,1154,31,54,None,None,None,None,7016,1,31,31,7016,1,3,3
630,Akii,Helpdesk,2,2,1538,68,308,None,None,None,None,7018,2,44,68,7017,1,2,2
631,Galaxy-Nexus-Project,android_frameworks_base,542,865,2723,62646,39768,None,None,None,None,237,865,4188,62646,147,1,5,5
632,hoos,genesis,7,7,2491,120,7817,None,None,None,None,7023,7,40,120,7025,1,1,1
633,fhjena,fhjenamaps,8,8,1612,165,1938,None,None,None,None,7031,8,73,165,7031,1,7,7
634,rtucker-mozilla,mozilla_inventory_lib,1,1,1608,5,10583,None,None,None,None,7036,1,5,5,7036,1,346,346
635,alexmullans,Siftables-Emulator,11,11,1665,478,638,None,None,None,None,7038,11,171,478,7040,2,1,2
636,compuwizard123,participant-scheduling-system-docs,8,8,1667,307,254,None,None,None,None,7048,8,117,307,7049,1,5,5
637,ahimanikya,FrescoMDM,35,35,3091,3689,9503,None,None,None,None,7079,35,692,3689,7064,1,10,10
638,bloggertom,Major_project,2,2,1621,98,923,None,None,None,None,7092,2,97,98,7092,1,5,5
639,escapin,givenClauseLoop,3,3,1566,129,321,None,None,None,None,7093,3,123,129,7093,1,4,4
640,maxn7,Projet-C--,3,3,1616,50,238,None,None,None,None,7097,3,26,50,7098,1,1,1
641,rs-services,RightGridWindowsImplementation,1,1,1558,22,787,None,None,None,None,7099,1,22,22,7099,1,2,2
642,rinkdotrink,DB-olap-master-IIm11,4,4,1576,163,201,None,None,None,None,3042,4,107,163,3042,1,2,2
643,Redspikers,8-bar-swing,5,5,1652,79,740,None,None,None,None,7103,5,24,79,7101,1,3,3
644,leotizzei,MobileMedia-Cosmos-v5,1,1,1553,2,689,None,None,None,None,7106,1,2,2,7106,1,2,2
645,leotizzei,MobileMedia-Cosmos-v7,1,1,1553,3,499,None,None,None,None,7106,1,3,3,7106,1,1,1
646,mikeee33,platform_frameworks_base,319,598,2723,27471,26996,None,None,None,None,237,598,4188,27471,147,1,5,5
647,yeco,vraiSSO,1,1,2138,1,13,None,None,None,None,7130,1,1,1,7130,1,4,4
648,thomasahle,SokobanExam,1,1,1554,54,87,None,None,None,None,7131,1,54,54,7131,1,3,3
649,OwlSoft,Owl,13,13,1615,328,1027,None,None,None,None,7132,13,103,328,7137,2,4,5
650,zieredet,i10CPU,5,5,1594,49,882,None,None,None,None,7148,5,23,49,7149,1,1,1
651,deazurain,uni,1,1,1544,14,1193,None,None,None,None,7150,1,14,14,7150,1,3,3
652,sqybi,Software-Engineer-Project,6,6,1561,67,183,None,None,None,None,7152,6,33,67,7152,3,1,3
653,asdanilenk,Exp1,3,3,1606,52,66,None,None,None,None,7157,3,34,52,7157,1,2,2
654,lewismc,yax,2,2,1549,13,4591,None,None,None,None,7160,2,12,13,7160,1,2,2
655,markthor,RentIt,10,10,1155,1518,1656,None,None,None,None,7163,10,288,1518,7168,3,5,7
656,FunkMonkey,Bound,2,2,1596,288,793,None,None,None,None,7169,2,248,288,7169,1,2,2
657,hsyl20,ViperVM,2,2,921,846,491,None,None,None,None,7171,2,844,846,7171,1,9,9
658,cmoylan,dotfiles,5,5,2022,180,618,None,None,None,None,7174,5,107,180,7175,1,2,2
659,ryanalane,Sudoku-Game,3,3,1615,58,97,None,None,None,None,7178,3,32,58,7178,2,2,3
660,fabscan,chateauroumanieres,1,1,1553,51,12180,None,None,None,None,7181,1,51,51,7181,1,1,1
661,fenixon,tiponpython,18,18,1581,543,697,None,None,None,None,7194,18,193,543,7187,1,1,1
662,wytsevisser,wvt,6,6,1546,225,337,None,None,None,None,7200,6,76,225,7201,2,3,6
663,ymc-elst,playground-ez48,2,2,1264,6,14670,None,None,None,None,7206,2,4,6,7207,1,2,2
664,mcraveiro,cunene,7,7,2249,526,6280,None,None,None,None,7208,7,451,526,7208,1,2,2
665,wldchld,InventoryManagementApp,6,6,1176,25,62,None,None,None,None,7216,6,6,25,7218,1,1,1
666,dorbauer,gestureRecognition,2,2,1600,45,296,None,None,None,None,7221,2,41,45,7221,1,2,2
667,vireshj,groep5,8,8,1602,166,272,None,None,None,None,7223,8,72,166,7224,1,7,7
668,s1ck,GraphDB-Benchmark-IR,5,5,1612,172,437,None,None,None,None,7231,5,65,172,7232,1,1,1
669,EarlOfEgo,LocationReminder,3,3,1568,45,111,None,None,None,None,7236,3,32,45,7237,1,2,2
670,dannenberg,LIFDOFF,8,8,1670,557,322,None,None,None,None,7241,8,220,557,7244,1,1,1
671,rawbots,rawbots,8,8,1545,262,376,None,None,None,None,7248,8,105,262,,0,,0
672,w0land,watchdog,1,1,1616,8,141,None,None,None,None,7255,1,8,8,7255,1,1,1
673,kompote,ManateeX,5,5,1602,98,392,None,None,None,None,7256,5,48,98,7257,1,1,1
674,pankajmore,cloud-haskell-experiments,1,1,1273,3,16,None,None,None,None,7261,1,3,3,7261,1,2,2
675,IliaForm,realty,1,1,1550,18,154,None,None,None,None,7262,1,18,18,7262,1,1,1
676,enricobacis,qubet,6,6,1753,272,1703,None,None,None,None,7265,6,169,272,7265,1,2,2
677,Wanna-Get-High,Workspace-L-3,3,3,1648,89,7618,None,None,None,None,7269,3,68,89,7269,2,1,2
678,altras,fmi_projects,1,1,1547,14,5888,None,None,None,None,7272,1,14,14,7272,1,1,1
679,nata79,Pattern-Based-User-Interface-Generation---Dissertation,2,2,1582,19,146,None,None,None,None,7273,2,15,19,7273,1,2,2
680,MathijsL,IKE-Project,3,3,1600,75,273,None,None,None,None,7275,3,39,75,7275,1,1,1
681,cfljam,VISG-course-2012,5,5,1267,83,1254,None,None,None,None,7281,5,47,83,7281,1,1,1
682,h4ck3rm1k3,gcc,476,476,9995,119729,167158,None,None,None,None,7297,476,6135,119729,7284,2,6,12
683,Buzdygan,ai-arena,6,6,1624,383,1321,None,None,None,None,7759,6,160,383,,0,,0
684,BergarSimonsen,BNDN-Project,7,7,1155,300,359,None,None,None,None,7767,7,74,300,2898,2,5,7
685,krzysztof,MarioAIDoc,1,1,1570,11,151,None,None,None,None,7770,1,11,11,7770,1,14,14
686,redstar3894,android-gcc-4.6,2,89,1838,1323,76122,None,None,None,None,7428,89,384,1323,7771,1,6,6
687,pawlew,Analiza-i-Modelowanie,4,4,1603,30,199,None,None,None,None,7784,4,12,30,7786,1,1,1
688,kaesetoast,SE,3,3,1579,84,233,None,None,None,None,7787,3,65,84,7787,1,1,1
689,jeroenheymans,POOLProject,2,2,1593,22,58,None,None,None,None,7791,2,18,22,7791,1,8,8
690,nam0r,Parking,4,4,1656,88,368,None,None,None,None,7794,4,34,88,7792,1,4,4
691,viveknallur,thesis,3,3,1674,140,388,None,None,None,None,7797,3,110,140,7796,1,1,1
692,qbajas,inzynierka,4,4,1640,75,400,None,None,None,None,7802,4,37,75,7801,2,1,2
693,64122017,U-and-D,1,1,1607,29,95,None,None,None,None,7803,1,29,29,7803,1,7,7
694,vbmendes,tcc-farn,1,1,1835,51,64,None,None,None,None,7804,1,51,51,7804,1,1,1
695,jdeolive,geoserver-old,37,37,2689,4058,17121,None,None,None,None,7806,37,1366,4058,7805,1,1,1
696,macekond,burza_projektu,7,7,1828,307,1669,None,None,None,None,7845,7,247,307,7846,1,1,1
697,yousraHazem,topsoft-13,23,23,1157,1876,13817,None,None,None,None,7871,23,495,1876,7868,1,4,4
698,tifojo,mem_control,2,2,1539,22,33,None,None,None,None,7873,2,21,22,7873,1,1,1
699,eltonsantos,siapfor,5,5,1152,20,99,None,None,None,None,7875,5,6,20,7876,1,2,2
700,thomasdewaelheyns,po-mindstorms,12,14,1645,1151,3604,None,None,None,None,7882,14,278,1151,7879,1,2,2
701,santos-rafaelcarlos,Projeto_de_Bloco,3,3,1151,12,953,None,None,None,None,7893,3,8,12,7893,1,1,1
702,CrowPg,UV,1,1,1513,190,1494,None,None,None,None,7896,1,190,190,7896,1,7,7
703,atimmer,SEM,2,2,1594,55,365,None,None,None,None,7898,2,34,55,7898,1,1,1
704,francois,blog.teksol.info,2,2,2757,276,939,None,None,None,None,7899,2,260,276,7899,1,2,2
705,eldalai,gloods,2,2,1154,3,2079,None,None,None,None,7902,2,2,3,7902,1,1,1
706,isutanto,Missile,5,5,1152,40,179,None,None,None,None,7903,5,30,40,7903,1,10,10
707,ZsZs,BuildPuzzle,4,4,1738,152,201,None,None,None,None,7909,4,64,152,7908,1,1,1
708,harshasraja,mscthesis,2,2,1532,125,876,None,None,None,None,7912,2,70,125,7912,2,5,6
709,clbr,GrassCreature,12,12,1534,983,251,None,None,None,None,7914,12,476,983,7914,3,5,9
710,florescu,IBMS-Group-G7,6,6,1153,174,1116,None,None,None,None,7926,6,80,174,7926,2,10,12
711,it2901g10,GROUP10-baf_sintef_arduino,22,22,1536,770,1308,None,None,None,None,7932,22,171,770,7941,3,5,7
712,firehist,Yadobe,4,4,1688,129,522,None,None,None,None,7956,4,54,129,7954,1,3,3
713,kurenn,scrumAid,4,4,1532,169,409,None,None,None,None,7959,4,76,169,7958,1,1,1
714,maximesong,mfight.github.com,12,12,1742,138,587,None,None,None,None,7970,12,49,138,7970,1,2,2
715,ICBM,TARS,17,17,1664,406,1138,None,None,None,None,7988,17,194,406,7977,4,2,7
716,bungeni,bungeni-docs,2,2,1529,37,102,None,None,None,None,7991,2,31,37,7991,1,1,1
717,ylang,18-641Java,3,3,1154,203,2155,None,None,None,None,7993,3,111,203,7993,1,1,1
718,myzone,syntax-analyzer,3,3,1524,27,779,None,None,None,None,7998,3,16,27,7996,1,3,3
719,iferminm,My-Thesis-Book,1,1,1731,90,84,None,None,None,None,7999,1,90,90,7999,1,1,1
720,mthjones,Hospital-Manager,11,11,1540,471,246,None,None,None,None,8000,11,267,471,8010,1,1,1
721,isepg1b,Poupipou,4,4,1525,40,105,None,None,None,None,8013,4,20,40,8011,1,3,3
722,bgpro,hilcom,3,3,1080,21,6306,None,None,None,None,8016,3,18,21,8015,1,1,1
723,guiguilalane,Manticore,3,3,1147,15,101,None,None,None,None,8019,3,11,15,8019,1,1,1
724,www2012,W4H,2,2,1524,188,408,None,None,None,None,3422,2,133,188,3422,1,5,5
725,JohannesV,Fall_Prevention_2013,12,12,1156,665,1202,None,None,None,None,8027,12,239,665,8026,2,3,4
726,curiousily,presentations,1,1,1496,4,15,None,None,None,None,8034,1,4,4,8034,1,1,1
727,cs301w03,cs301w03,7,7,1517,327,1237,None,None,None,None,8035,7,105,327,8039,3,3,6
728,mozilla,lumbergh-lib,12,12,1937,73,5711,None,None,None,None,6605,12,34,73,6605,1,346,346
729,bwormley,CS151_RPS,3,3,1496,136,110,None,None,None,None,8043,3,80,136,8045,1,1,1
730,pomacedo,IA,2,2,1671,10,2860,None,None,None,None,8046,2,8,10,8046,1,8,8
731,sionc,process_enactment_tool,5,5,1656,321,6000,None,None,None,None,8049,5,118,321,8049,2,4,8
732,the-hobbes,softwareEngineeringFinalProject,10,10,1147,521,307,None,None,None,None,8055,10,239,521,8056,2,2,3
733,flachadriano,issue-manager,2,2,1535,57,1260,None,None,None,None,8063,2,52,57,,0,,0
734,eclipse,jetty,10,10,2580,2560,6170,None,None,None,None,8070,10,2395,2560,8070,2,110,120
735,V3NLP,v3nlp,10,10,1986,259,1931,None,None,None,None,8075,10,195,259,8075,1,1,1
736,lmorenoc,CSC4996-4997-Winter2013-MJK,5,5,1153,85,414,None,None,None,None,8086,5,53,85,8086,1,1,1
737,eventh,tdt4215,5,5,1529,317,1356,None,None,None,None,8090,5,247,317,8090,1,2,2
738,eventh,kpro9,14,14,1679,2052,712,None,None,None,None,8091,14,701,2052,8095,5,19,34
739,lleclech,PFA-Nethack-teamB,6,6,1152,142,1675,None,None,None,None,8108,6,45,142,8111,1,2,2
740,theshark-fb,chessFT,2,2,1152,44,44,None,None,None,None,8113,2,26,44,8114,1,2,2
741,GTmmiller,Funtional-Sim,4,4,1153,26,45,None,None,None,None,8117,4,13,26,8116,1,1,1
742,jwoo12,CMPUT301W13T08,22,22,1155,215,1294,None,None,None,None,8121,22,86,215,8126,2,2,3
743,ndomar,megasoft-13,43,43,1468,1962,17042,None,None,None,None,8152,43,236,1962,8178,2,6,8
744,bireme,opentrials,22,22,2454,2015,4248,None,None,None,None,8189,22,532,2015,8202,1,1,1
745,broadcomCM,android_frameworks_base,1429,2223,2723,128718,98178,None,None,None,None,260,2223,5481,128718,147,1,5,5
746,AnaLucia,playit,1,1,1070,3,175,None,None,None,None,8980,1,3,3,8980,1,1,1
747,romaricdrigon,DASI,2,2,1539,41,2512,None,None,None,None,8981,2,39,41,8981,1,2,2
748,joshuaeckroth,cse230-website,1,1,1757,143,120,None,None,None,None,8983,1,143,143,8983,1,4,4
749,eddking,Interaction-Nets-Visualizer,2,2,1636,66,208,None,None,None,None,8984,2,65,66,8984,1,7,7
750,jamox,JavaLabra,2,2,1532,59,452,None,None,None,None,8986,2,57,59,8986,1,4,4
751,ds2,taskerville,3,3,2024,53,364,None,None,None,None,8990,3,41,53,8988,1,2,2
752,MGhanem,smartsoft-13,41,41,1159,4056,10279,None,None,None,None,9018,41,439,4056,9015,2,4,6
753,JohannesBuchner,Jake,22,22,2921,2222,2311,None,None,None,None,9032,22,650,2222,9032,3,18,21
754,sdpgroup7,documents,13,13,1533,142,207,None,None,None,None,9054,13,38,142,9054,1,1,1
755,robertpanzer,robertpanzer.github.com,3,3,1456,40,158,None,None,None,None,9067,3,27,40,9067,1,1,1
756,WouterJ,wouterj.github.com,16,16,1225,270,749,None,None,None,None,9069,16,158,270,9082,1,2,2
757,elena,COMP8440-Project,2,2,1456,30,873,None,None,None,None,9085,2,19,30,9084,1,1,1
758,comfortablynumb,shopeet,15,19,1925,98,217,None,None,None,None,9089,19,52,98,,0,,0
759,AFlight02,SoftwareEng2013_Group9,8,8,1148,171,138,None,None,None,None,9106,8,47,171,9106,2,10,13
760,liveSense,org.liveSense.framework.solr,1,1,1245,25,11,None,None,None,None,4054,1,25,25,4054,1,1,1
761,olav,thesis,1,1,1827,627,1338,None,None,None,None,9112,1,627,627,9112,1,1,1
762,dck,SourceAnalyzer,5,5,1641,113,341,None,None,None,None,5290,5,60,113,9114,2,2,3
763,delapuente,presentations,4,4,1221,122,2322,None,None,None,None,9117,4,109,122,9117,1,1,1
764,egil,Info-at-ITU,2,2,1487,39,193,None,None,None,None,4759,2,26,39,4759,1,1,1
765,RamsesDeNorre,sa_telemetering,2,2,1488,327,136,None,None,None,None,9121,2,195,327,,0,,0
766,philipdesmedt,Thesis-Latex,1,1,1502,29,96,None,None,None,None,9123,1,29,29,9123,1,1,1
767,stkoev81,Onlinestore,1,1,1512,11,241,None,None,None,None,9124,1,11,11,9124,1,1,1
768,bioinfocttj,pdp,3,3,1441,172,92,None,None,None,None,9125,3,110,172,9125,1,3,3
769,humanshell,bmcc-classwork,1,1,1148,122,352,None,None,None,None,9128,1,122,122,9128,1,1,1
770,staurosloumos,LandRegistry-MixanikhLogismikou,1,1,1149,2,219,None,None,None,None,9129,1,2,2,9129,1,4,4
771,nihathrael,gamearchitecture-report,3,3,1670,37,35,None,None,None,None,9131,3,29,37,9130,2,1,2
772,wrdn,SeasonalGlobe,1,1,1630,180,363,None,None,None,None,9133,1,180,180,9133,1,8,8
773,umarsheikh,gold-notes,1,1,1625,30,13707,None,None,None,None,9134,1,30,30,9134,1,4,4
774,freall,MarkdownCPP,1,1,1250,3,134,None,None,None,None,9135,1,3,3,9135,1,1,1
775,ldm5180,hammerhead,44,47,2747,2854,8155,None,None,None,None,9146,47,888,2854,9136,1,4,4
776,jjn1056,Librestock-Server,1,1,1488,11,493,None,None,None,None,5472,1,11,11,5472,1,3,3
777,chrisfranklin,dinnertime,4,4,1219,174,1135,None,None,None,None,9184,4,156,174,9184,1,2,2
778,accandme,openplum,4,4,1255,89,142,None,None,None,None,9188,4,53,89,9189,1,1,1
779,ArturT,Oracle-PL-SQL-Examples,1,1,1452,3,82,None,None,None,None,9191,1,3,3,9191,1,1,1
780,ualisonaguiar,shome,7,7,1152,49,6667,None,None,None,None,9192,7,26,49,9195,3,1,3
781,nemesek,SchoolCode,2,2,1489,144,250,None,None,None,None,9201,2,77,144,9200,1,1,1
782,jsthread,jsthread,1,1,3791,289,593,None,None,None,None,9202,1,289,289,9202,1,2,2
783,karlentwistle,cherrypicker,1,1,1827,57,42,None,None,None,None,9203,1,57,57,9203,1,3,3
784,ZsZs,LiTest,3,3,1743,237,370,None,None,None,None,7908,3,194,237,7908,1,9,9
