#id,username,repository,committers,authors,age_days,commits,files,main_lang,number_langs,bytes_main_lang,bytes_total,major_contrib,number_contribs,commits_major_contrib,commits_total,main_uml_author,number_uml_authors,changes_by_main_uml_author,total_uml_changes
53,djpnewton,beaverbot,3,3,1426,71,181,None,None,None,None,1522,3,69,71,1522,1,1,1
54,medcl,elasticsearch-analysis-ik,19,19,1571,154,120,None,None,None,None,1524,19,108,154,1524,1,1,1
55,c-a-m,passfault,9,9,1595,120,992,None,None,None,None,1544,9,68,120,1544,1,2,2
56,yspxman,CSharpConsoleDemos,1,1,1362,21,59,None,None,None,None,1552,1,21,21,1552,1,11,11
57,mxunit,mxunit,25,25,2261,378,2163,None,None,None,None,1561,25,117,378,1553,1,1,1
58,bazile,Training,2,2,1384,768,1629,None,None,None,None,1578,2,505,768,1578,1,2,2
59,nightingale-media-player,nightingale-hacking,85,84,3680,15403,60223,None,None,None,None,1581,84,1445,15403,1624,1,2,2
60,droolsjbpm,jbpm-form-builder,6,7,1429,80,1436,None,None,None,None,1667,7,52,80,1666,1,1,1
61,crowdcode-de,KissMDA,8,8,1428,427,509,None,None,None,None,1678,8,179,427,1678,2,368,625
62,yanjustino,AdmCRRN,4,4,1439,75,458,None,None,None,None,1682,4,29,75,1681,4,1,4
63,ColdBox,coldbox-relax,7,7,1960,186,1128,None,None,None,None,1685,7,167,186,1685,1,2,2
64,centricconsulting,Review,5,5,1492,192,1967,None,None,None,None,1692,5,119,192,1692,1,1,1
65,pashkov,Spontaneous,6,6,1506,761,5915,None,None,None,None,1700,6,304,761,1700,1,1,1
66,luozengbin,dot.emacs.d,2,2,1307,153,5821,None,None,None,None,1703,2,123,153,1704,2,27,36
67,PSE-2012,MMWTV,8,8,1435,1091,5322,None,None,None,None,1707,8,374,1091,1707,1,1,1
68,ColdBox,coldbox-platform,66,66,3532,4744,20408,None,None,None,None,1713,66,2404,4744,1685,1,3,3
69,PascalPiche,SymNet,2,2,1436,105,947,None,None,None,None,1775,2,101,105,1775,1,6,6
70,opaeum,opaeum,14,14,1999,1182,59601,None,None,None,None,1778,14,467,1182,1780,3,72,111
71,leo2020,MySys.WindowsService.Tools,1,1,1337,5,72,None,None,None,None,1790,1,5,5,1790,1,4,4
72,TestingTechnologies,TTmodeler,3,3,1334,6,485,None,None,None,None,1792,3,3,6,1793,1,37,37
73,ControlSystemStudio,cs-studio,149,159,3442,23490,131192,None,None,None,None,1800,159,4941,23490,1880,1,1,1
74,RebelCMS,rebelcmsxu5,9,9,1389,67,17374,None,None,None,None,1956,9,23,67,1957,1,8,8
75,DawnScience,dawn-tango,13,13,1539,123,272,None,None,None,None,340,13,58,123,1482,1,1,1
76,qos-ch,logback,106,115,3613,3648,7215,None,None,None,None,1962,115,2234,3648,1962,1,1,1
77,bensenplus,breeze,2,2,1364,134,2013,None,None,None,None,2079,2,128,134,2080,1,1,1
78,Ortus-Solutions,ContentBox,32,31,1732,2283,9063,None,None,None,None,1685,31,1954,2283,1685,1,4,4
79,nodoherty,ColdFusion-Koans,16,16,1632,195,595,None,None,None,None,1567,16,73,195,1568,2,1,2
80,bennadel,MVC-Learning,1,1,1408,17,640,None,None,None,None,2113,1,17,17,2113,1,1,1
81,aarfe,Tesi,1,1,1403,82,951,None,None,None,None,2114,1,82,82,2114,1,1,1
82,Gumtree,gumtree,9,9,1371,948,39982,None,None,None,None,2120,9,636,948,2118,1,1,1
83,101companies,101repo,57,57,1866,2304,9159,None,None,None,None,2131,57,854,2304,2129,2,5,6
84,adiknoth,ffado,13,13,4239,2068,1501,None,None,None,None,2185,13,676,2068,2184,1,2,2
85,agmguerra,rep-snic-sncsup,2,2,1607,182,3153,None,None,None,None,2194,2,168,182,2194,1,1,1
86,cardel,gestionEspectro,5,5,1354,788,872,None,None,None,None,2198,5,253,788,2197,3,2,4
87,collective,collective.elections,5,5,1602,145,150,None,None,None,None,2201,5,98,145,2202,1,1,1
88,D3f0,txscada,10,10,2433,1003,14252,None,None,None,None,2211,10,755,1003,2213,2,1,2
89,DBrianKimmel,PyHouse,7,7,1464,916,1150,None,None,None,None,2218,7,350,916,,0,,0
90,enthought,mayavi,73,73,3248,2346,4900,None,None,None,None,2227,73,515,2346,2227,1,1,1
91,f3at,feat,12,12,1988,2502,1538,None,None,None,None,2296,12,846,2502,2296,1,6,6
92,frgomes,jquantlib,1,1,358,7,1042,None,None,None,None,2308,1,7,7,2308,1,1,1
93,g-ben-wiz,ARMinis,1,1,2243,27,88,None,None,None,None,2309,1,27,27,2309,1,1,1
94,hkoba,yatt_lite,12,12,1998,678,1038,None,None,None,None,2310,12,571,678,2310,1,2,2
95,IDCI-Consulting,Run4Fun,4,4,1241,33,1854,None,None,None,None,2323,4,27,33,2323,1,1,1
96,imperialft,jquantlib,3,3,858,8,822,None,None,None,None,2327,3,4,8,2327,1,1,1
97,jgralab,jgralab,36,36,3031,7871,4524,None,None,None,None,2333,36,2157,7871,2337,5,21,34
98,jgralab,jgralab-dhht,32,32,3031,4455,2776,None,None,None,None,2333,32,955,4455,2330,5,7,15
99,jodaiber,dbpedia-spotlight-db,10,10,1893,497,1491,None,None,None,None,2372,10,199,497,2375,1,1,1
100,Kevin423,BasDeM,7,7,1391,351,362,None,None,None,None,2383,7,221,351,2382,1,4,4
101,manoelcampos,Retorno-BoletoPHP,3,3,1771,38,855,None,None,None,None,2389,3,23,38,2388,2,1,2
102,marcojrfurtado,OpenNebula-for-scalability,5,5,1613,65,3269,None,None,None,None,2395,5,31,65,2395,1,1,1
103,MITK,MITK,213,226,6785,32590,23976,None,None,None,None,2439,226,2854,32590,2522,2,3,5
104,myGrid,biocatalogue,19,19,2777,2759,7170,None,None,None,None,2622,19,1177,2759,2622,1,1,1
105,nadavkav,Moodle2-Hebrew-plugins,1,1,1584,158,9090,None,None,None,None,2641,1,158,158,2641,1,2,2
106,omazapa,RootMpi,1,1,1479,230,402,None,None,None,None,2642,1,230,230,2642,1,4,4
107,OSLL,geo2tag,33,33,2326,1522,9233,None,None,None,None,2651,33,289,1522,2643,2,7,8
108,Pardus-Linux,pisi,51,51,3958,5738,18365,None,None,None,None,2678,51,1300,5738,2685,1,3,3
109,patrickdemond,sabretooth,7,7,1911,2219,1695,None,None,None,None,2727,7,2111,2219,2727,1,3,3
110,php,presentations,29,29,5028,1663,10278,None,None,None,None,2735,29,671,1663,2742,1,1,1
111,realXtend,doc,14,14,1960,314,637,None,None,None,None,2767,14,151,314,2767,1,16,16
112,robertsj,libdetran,5,5,1480,499,1940,None,None,None,None,2777,5,420,499,2777,1,1,1
113,servd,servd-specification,2,2,1412,37,94,None,None,None,None,2782,2,26,37,2782,2,2,3
114,SIEGE,siege,5,5,3144,911,2522,None,None,None,None,2784,5,845,911,2784,1,2,2
115,telldus,telldus,10,16,2982,2537,1654,None,None,None,None,2789,16,1961,2537,2789,1,1,1
116,zherk,EcoFam,7,7,1698,139,550,None,None,None,None,2810,7,69,139,2805,1,2,2
117,zsx,waf,42,42,3698,8362,1221,None,None,None,None,2818,42,6219,8362,2818,1,2,2
118,agilebirds,openflexo,23,23,1666,4744,35137,None,None,None,None,2855,23,2201,4744,2854,2,2,3
119,apache,poi,38,38,5178,7560,17368,None,None,None,None,2890,38,2237,7560,2890,3,1,3
120,mvladk,dp2012,4,4,1350,138,1246,None,None,None,None,2915,4,91,138,2915,2,15,24
121,afarahi,QFT,1,1,1389,19,2720,None,None,None,None,2919,1,19,19,2919,1,1,1
